Name,Category,Neighbourhood,IssuedYear,ExpiredYear,FullAddress,LAT,LONG,gislink
B S L BUSINESS SYSTEMS LUSTRE,Business & Financial,Burnside,2012,2022,"566 DAVID ST
VICTORIA BC  V8T 2C8",48.43851907,-123.3712091,10711015
CCL TECHNOLOGY SOLUTIONS LTD,Business & Financial,Burnside,2012,2022,"2512 BRIDGE ST
VICTORIA BC  V8T 5H3",48.43563985,-123.373743,017-727-863
CODENAME ENTERTAINMENT,Business & Financial,Burnside,2018,2022,"9-625 ALPHA ST
VICTORIA BC  V8Z 1B5",48.44678656,-123.3735736,10738007
ELAN DATA MAKERS,Business & Financial,Burnside,2012,2022,"755 HILLSIDE AVE
VICTORIA BC  NCA",48.4382606,-123.3651761,9696070
ENKON INFORMATION SYSTEMS INC,Business & Financial,Burnside,2018,2022,"502-740 HILLSIDE AVE
VICTORIA BC  V8T 1Z4",48.43903393,-123.3656138,V06941011
MYRA SYSTEMS CORP,Business & Financial,Burnside,2012,2022,"A-488 BAY ST
VICTORIA BC  V8T 5H2",48.43563985,-123.373743,017-727-952
SHIPCONSTRUCTOR SOFTWARE INC,Business & Financial,Burnside,2017,2022,"400-401 GARBALLY RD
VICTORIA BC  V8T 5M3",48.4395146,-123.375952,10726021
VIVID SOLUTIONS INC,Business & Financial,Burnside,2012,2022,"1-2328 GOVERNMENT ST
VICTORIA BC  V8T 5G5",48.43470911,-123.3678901,1054020
21Q VENTURES INC,Business & Financial,Downtown,2020,2021,"23 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",48.42910768,-123.3677616,1060005
APPCOLONY INC,Business & Financial,Downtown,2014,2021,"1019 WHARF ST
VICTORIA BC  V8W 2Y9",48.42476599,-123.3694173,1068001
FLOW,Business & Financial,Downtown,2013,2021,"101-524 YATES ST
VICTORIA BC  V8W 1K8",48.42710896,-123.3692858,027-593-916
NEPINNO CONNECTING SERVICE INC,Business & Financial,Downtown,2020,2021,"2ND FL-1824 STORE ST
VICTORIA BC  V8T 4R4",48.43078321,-123.3703179,1077027
AOT TECHNOLOGIES,Business & Financial,Downtown,2012,2022,"325-1207 DOUGLAS ST
VICTORIA BC  V8W 2E7",48.42564357,-123.3647073,1022021
AVOCETTE TECHNOLOGIES INC,Business & Financial,Downtown,2012,2022,"1205 BROAD ST
VICTORIA BC  V8W 2A4",48.42570277,-123.3660163,1040009
BACKSTAGE TECHNOLOGIES INC,Business & Financial,Downtown,2012,2022,"601-1207 DOUGLAS ST
VICTORIA BC  V8W 2E6",48.42564357,-123.3647073,1022021
CANADA WORKDAY ULC,Business & Financial,Downtown,2012,2022,"600-1515 DOUGLAS ST
VICTORIA BC  V8W 2G4",48.42823041,-123.3634994,V00191005
CGI INFORMATION SYSTEMS,Business & Financial,Downtown,2012,2022,"6-1175 DOUGLAS ST
VICTORIA BC  V8W 2E1",48.42513472,-123.3646321,1023001
CLOUD PRACTICE INC,Business & Financial,Downtown,2012,2022,"302-31 BASTION SQ
VICTORIA BC  V8W 1J1",48.42560671,-123.369098,1067018
DAITAN GROUP,Business & Financial,Downtown,2018,2022,"916-1175 DOUGLAS ST
VICTORIA BC  V8W 2E1",48.42513472,-123.3646321,1023001
ECHOSEC,Business & Financial,Downtown,2016,2022,"500-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",48.42877744,-123.3678107,1060018
ELECTRIC EDGE SYSTEMS GROUP INC.,Business & Financial,Downtown,2012,2022,"304-45 BASTION SQ
VICTORIA BC  V8W 1J1",48.42560477,-123.368753,1067005
FAST CANADIAN ENTERPRISES LTD,Business & Financial,Downtown,2012,2022,"200-722 CORMORANT ST
VICTORIA BC  V8W 1P8",48.42883967,-123.3636133,1018016
HELM OPERATIONS SOFTWARE INC,Business & Financial,Downtown,2012,2022,"400-1208 WHARF ST
VICTORIA BC  V8W 3B9",48.42622518,-123.3703983,1073022
HIGHWAY THREE SOLUTIONS 2013 LTD,Business & Financial,Downtown,2012,2022,"1-1407 GOVERNMENT ST
VICTORIA BC  V8W 1Z1",48.42769031,-123.3667852,010-487-972
INFUSION EDUTAINMENT VR & AR RESEARCH & DEVELOPMENT,Business & Financial,Downtown,2019,2022,"103-535 YATES ST
VICTORIA BC  V8W 2Z6",48.42652736,-123.3691242,1064005
INSTANT DOMAINS INC,Business & Financial,Downtown,2020,2022,"2A-1114 LANGLEY ST
VICTORIA BC  V8W 1W1",48.42548339,-123.3687324,1067006
KIXEYE CANADA LTD,Business & Financial,Downtown,2014,2022,"400-31 BASTION SQ
VICTORIA BC  V8W 1J1",48.42560671,-123.369098,1067018
MADISONS IT CONSULTING INC,Business & Financial,Downtown,2022,2022,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
METALAB DESIGN LTD,Business & Financial,Downtown,2015,2022,"101-524 YATES ST
VICTORIA BC  V8W 1K8",48.42710896,-123.3692858,027-593-916
METALHEAD SOFTWARE INC,Business & Financial,Downtown,2015,2022,"202-1019 WHARF ST
VICTORIA BC  V8W 2Y9",48.42476599,-123.3694173,1068001
MOMENTUM DASH,Business & Financial,Downtown,2016,2022,"400-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",48.42877744,-123.3678107,1060018
NETMOTION SOFTWARE CANADA INC,Business & Financial,Downtown,2018,2022,"700-730 VIEW ST
VICTORIA BC  V8W 3Y7",48.4255562,-123.3638545,V00221024
OFFICESPACE SOFTWARE CANADA INC,Business & Financial,Downtown,2019,2022,"202-1221 BROAD ST
VICTORIA BC  V8W 2A4",48.42613841,-123.3659123,1040001
PANI ENERGY INC,Business & Financial,Downtown,2020,2022,"765 BROUGHTON ST
VICTORIA BC  V8W 1E2",48.42331871,-123.3633331,1025022
PEOPLE LOGIC SOFTWARE CORPORATION,Business & Financial,Downtown,2012,2022,"43-560 JOHNSON ST
VICTORIA BC  V8W 3C6",48.42805834,-123.3688178,1061002
PIXEL UNION DESIGN LTD,Business & Financial,Downtown,2013,2022,"202-1221 BROAD ST
VICTORIA BC  V8W 2A4",48.42613841,-123.3659123,1040001
PREMIER CLOUD INC,Business & Financial,Downtown,2020,2022,"504-1803 DOUGLAS ST
VICTORIA BC  V8T 5C3",48.43051494,-123.3639365,V00161012
REFRACTIONS RESEARCH INC,Business & Financial,Downtown,2012,2022,"300-1207 DOUGLAS ST
VICTORIA BC  V8W 2E6",48.42564357,-123.3647073,1022021
RFDM SOLUTIONS INC,Business & Financial,Downtown,2020,2022,"3-FLR-777 FORT ST
VICTORIA BC  V8W 1G9",48.42413166,-123.3631918,000-061-051
RUBOSS TECHNOLOGY CORPORATION,Business & Financial,Downtown,2014,2022,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
SKYBOX LABS,Business & Financial,Downtown,2022,2022,"304-560 JOHNSON ST
VICTORIA BC  V8W 3C6",48.42805834,-123.3688178,1061002
STEPFORTH WEB MARKETING INC,Business & Financial,Downtown,2017,2022,"612 YATES ST
VICTORIA BC  V8W 1K9",48.42669047,-123.3666806,1042007
SUNDAY MARKET MEDIA INC,Business & Financial,Downtown,2022,2022,"301-1001 WHARF ST
VICTORIA BC  V8W 1T6",48.42448396,-123.3693804,1068005
SUNTRACKER TECHNOLOGIES LTD,Business & Financial,Downtown,2018,2022,"501-747 FORT ST
VICTORIA BC  V8W 3E9",48.42405551,-123.3639809,1024024
THINK COMMUNICATIONS INC.,Business & Financial,Downtown,2022,2022,"302-1221 BROAD ST
VICTORIA BC  V8W 2A4",48.42613841,-123.3659123,1040001
THOROUGH GAMES LTD,Business & Financial,Downtown,2021,2022,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
UPANUP STUDIOS INC.,Business & Financial,Downtown,2012,2022,"304-733 JOHNSON ST
VICTORIA BC  V8W 3C7",48.42676976,-123.3632098,1021006
URSA CREATIVE,Business & Financial,Downtown,2022,2022,"2ND FL-1824 STORE ST
VICTORIA BC  V8T 4R4",48.43078321,-123.3703179,1077027
VARIYAS GLOBAL SOLUTIONS INC,Business & Financial,Downtown,2018,2022,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
XMATTERS INC,Business & Financial,Downtown,2019,2022,"410-1515 DOUGLAS ST
VICTORIA BC  V8W 2G4",48.42823041,-123.3634994,V00191005
KANO APPLICATIONS INC,Business & Financial,Fairfield,2012,2022,"3RD FL-844 COURTNEY ST
VICTORIA BC  V8W 1C4",48.42281569,-123.3619125,1003012
METAMEND,Business & Financial,Fairfield,2020,2022,"207-1121 FORT ST
VICTORIA BC  V8V 3K9",48.42302706,-123.3530886,028-675-924
ROOOF.COM,Business & Financial,Fairfield,2017,2022,"850 COURTNEY ST
VICTORIA BC  V8W 1C4",48.42274785,-123.3612988,1003006
SAASLINK,Business & Financial,Fairfield,2021,2022,"5TH FL-844 COURTNEY ST
VICTORIA BC  V8W 1C4",48.42281569,-123.3619125,1003012
SEMAPHORE SOLUTIONS,Business & Financial,Fairfield,2012,2022,"2ND FL-844 COURTNEY ST
VICTORIA BC  V8W 1C4",48.42281569,-123.3619125,1003012
VIKI SOLUTIONS INC,Business & Financial,Fairfield,2014,2022,"B701-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",48.42037281,-123.3629347,027-971-619
VICTORIA LAPTOP SERVICE,Business & Financial,Fernwood,2012,2021,"1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
DTI COMPUTERS INC,Business & Financial,Harris Green,2013,2021,"906 YATES ST
VICTORIA BC  V8V 3M2",48.42596448,-123.3589438,1524012
TUTTI,Business & Financial,Harris Green,2017,2021,"218-852 FORT ST
VICTORIA BC  V8W 1H8",48.42433642,-123.3602742,1005015
ESRM TECHNOLOGIES INC,Business & Financial,Harris Green,2018,2022,"300-1006 FORT ST
VICTORIA BC  V8V 3K4",48.42392513,-123.3565152,1527019
MYCRC SOLUTIONS INC,Business & Financial,Harris Green,2019,2022,"300-1006 FORT ST
VICTORIA BC  V8V 3K4",48.42392513,-123.3565152,1527019
REFERRAL SAASQUATCH,Business & Financial,Harris Green,2014,2022,"100-838 FORT ST
VICTORIA BC  V8W 1H8",48.42440301,-123.3608837,1005017
TUTELA TECHNOLOGIES LTD,Business & Financial,Harris Green,2014,2022,"320-838 FORT ST
VICTORIA BC  V8W 1H8",48.42440301,-123.3608837,1005017
W & C CBT SOLUTIONS INC,Business & Financial,Harris Green,2013,2022,"1027 PANDORA AVE
VICTORIA BC  V8V 3P6",48.42669668,-123.354698,1522004
PIXELART COMPUTERS SERVICE,Business & Financial,Hillside/Quadra,2012,2022,"1036 HILLSIDE AVE
VICTORIA BC  V8T 2A5",48.43991622,-123.3577181,9667017
ISLAND KEY COMPUTER LTD,Business & Financial,James Bay,2013,2022,"495 SUPERIOR ST
VICTORIA BC  V8V 1T5",48.41803397,-123.3730737,2137012
ANTHONY MACAULEY & ASSOCIATES (VICTORIA) INC,Business & Financial,North Park,2012,2022,"201-1814 VANCOUVER ST
VICTORIA BC  V8T 5E3",48.4299984,-123.3561304,1499053
FRESHWORKS STUDIO INC,Business & Financial,North Park,2018,2022,"1815 BLANSHARD ST
VICTORIA BC  V8T 5A4",48.43039805,-123.3613967,1515026
ABEBOOKS INC,Business & Financial,Victoria West,2012,2022,"500-655 TYEE RD
VICTORIA BC  V9A 6X5",48.43328949,-123.3797073,13079017
KINSOL RESEARCH INC,Business & Financial,Victoria West,2015,2022,"951 ALSTON ST
VICTORIA BC  V9A 3S5",48.43491043,-123.3825743,12825001
MUSIC TRIBE BRANDS CA LTD,Business & Financial,Victoria West,2020,2022,"200-398 HARBOUR RD
VICTORIA BC  V9A 0B7",48.43219055,-123.3783653,027-725-677
ALLIANCE ELECTRIC,Other,Burnside,2021,2021,"2520 BRIDGE ST
VICTORIA BC  V8T 5H3",48.43563985,-123.373743,017-727-847
INTERURBAN IRONWORKS,Other,Burnside,2017,2021,"1908 STORE ST
VICTORIA BC  V8T 4R4",48.43151329,-123.3702797,V00771024
MILLENNIA RESEARCH LIMITED,Other,Burnside,2012,2021,"510 ALPHA ST
VICTORIA BC  V8Z 1B2",48.44650333,-123.3772786,10740003
PATERSON COUNTERTOPS 2018 LTD,Other,Burnside,2018,2021,"562 HILLSIDE AVE
VICTORIA BC  V8T 1Y9",48.43784178,-123.3711694,10712033
PROPERTY WIZARD,Other,Burnside,2017,2021,"595 GORGE RD E
VICTORIA BC  V8T 2W5",48.43942069,-123.3709988,10710005
AECOM CANADA LTD,Other,Burnside,2012,2022,"200-415 GORGE RD E
VICTORIA BC  V8T 2W1",48.44124135,-123.3756488,10748001
ALL MARINE ELECTRIC LTD,Other,Burnside,2017,2022,"340-2950 DOUGLAS ST
VICTORIA BC  V8T 4N4",48.44303612,-123.3705246,10736018
ALL TECH FIRE SOLUTIONS INC.,Other,Burnside,2021,2022,"2712 ROCK BAY AVE
VICTORIA BC  V8T 4R9",48.4379346,-123.3702491,10712015
ANCHOR MARINE ELECTRIC LTD,Other,Burnside,2017,2022,"780 SPRUCE AVE
VICTORIA BC  V8T 5A5",48.44390028,-123.368728,9688007
APEX STEEL & GAS LTD,Other,Burnside,2013,2022,"534 DAVID ST
VICTORIA BC  V8T 2C8",48.43829669,-123.3723558,10711033
ARK SOLAR PRODUCTS LTD,Other,Burnside,2012,2022,"6-1950 GOVERNMENT ST
VICTORIA BC  V8T 4N8",48.43146771,-123.367867,1057008
ARRM ELECTRIC LTD,Other,Burnside,2016,2022,"477 JOHN ST
VICTORIA BC  V8T 5H1",48.43563985,-123.373743,017-727-782
BANYAN CONSTRUCTION LTD,Other,Burnside,2018,2022,"107-401 GARBALLY RD
VICTORIA BC  V8T 5M3",48.4395146,-123.375952,10726021
BANYAN STRUCTURAL LTD,Other,Burnside,2018,2022,"107-401 GARBALLY RD
VICTORIA BC  V8T 5M3",48.4395146,-123.375952,10726021
BATH FITTER,Other,Burnside,2012,2022,"482 BAY ST
VICTORIA BC  V8T 5H2",48.43563985,-123.373743,017-727-685
BC TUBLINERS,Other,Burnside,2013,2022,"506 ALPHA ST
VICTORIA BC  V8Z 1B2",48.44650333,-123.3772786,10740003
BRENRIC CONSTRUCTION LTD,Other,Burnside,2013,2022,"471 JOHN ST
VICTORIA BC  V8T 5H1",48.43563985,-123.373743,017-727-758
BREWIS ELECTRIC COMPANY LTD,Other,Burnside,2012,2022,"638 HILLSIDE AVE
VICTORIA BC  V8T 1Z2",48.43815936,-123.3686374,10708011
CBS ELECTRICAL ContractorS LTD,Other,Burnside,2019,2022,"E-488 BAY ST
VICTORIA BC  V8T 5H2",48.43563985,-123.373743,017-727-910
CHEW EXCAVATING LTD,Other,Burnside,2015,2022,"575 GORGE RD E
VICTORIA BC  V8T 2W5",48.43971283,-123.3718065,10710004
COLONIAL COUNTERTOPS LTD,Other,Burnside,2013,2022,"646 ALPHA ST
VICTORIA BC  V8Z 1B2",48.44737802,-123.3738284,10739033
COPCAN CIVIL LP,Other,Burnside,2020,2022,"B-485 GARBALLY RD
VICTORIA BC  V8T 2J9",48.44010177,-123.3737388,10726004
CREST SHEET METAL & FIRE EXTINGUISHERS LTD,Other,Burnside,2012,2022,"487 BURNSIDE RD E
VICTORIA BC  V8T 2X3",48.44479628,-123.3761932,V07441021
DEN MAR ELECTRIC LTD,Other,Burnside,2022,2022,"110-2605 BRIDGE ST
VICTORIA BC  V8T 4Y4",48.43655161,-123.3725231,10713020
DRAIN PRO PLUMBING,Other,Burnside,2018,2022,"579 GORGE RD E
VICTORIA BC  V8T 2W5",48.43971283,-123.3718065,10710004
FAST SIGNS,Other,Burnside,2021,2022,"470 BAY ST
VICTORIA BC  V8T 5H2",48.43563985,-123.373743,017-727-634
FLOTECH MECHANICAL SYSTEMS SPECIALISTS (2004) LTD,Other,Burnside,2013,2022,"578 JOHN ST
VICTORIA BC  V8T 1T6",48.43693983,-123.3705165,10713014
FREEMAN FABRICATION,Other,Burnside,2017,2022,"2740 ROCK BAY AVE
VICTORIA BC  V8T 4R9",48.43822306,-123.3703069,10712031
GRAHAM DEMOLITION,Other,Burnside,2013,2022,"677 BURNSIDE RD E
VICTORIA BC  V8T 2X9",48.44207991,-123.3701783,10730012
GRIFFIN RESTORATION SERVICES INC,Other,Burnside,2013,2022,"579 BAY ST
VICTORIA BC  V8T 1P5",48.43540729,-123.3698763,1054017
H L DISPOSAL & LAWN SERVICES LTD,Other,Burnside,2012,2022,"334 HILLSIDE AVE
VICTORIA BC  V8T 1Y5",48.43684088,-123.3755485,10722002
"HOOD, CHRIS
GRAPHIC FX SIGNWORKS INC",Other,Burnside,2017,2022,"375 HILLSIDE AVE
VICTORIA BC  V8T 1Y4",48.43634546,-123.3754636,10721003
INCREDIBLE CLOSETS,Other,Burnside,2012,2022,"462 BURNSIDE RD E
VICTORIA BC  V8T 2X2",48.44577906,-123.3765429,10742011
ISLAND BASEMENT SYSTEMS INC,Other,Burnside,2021,2022,"467 JOHN ST
VICTORIA BC  V8T 5H1",48.43563985,-123.373743,017-727-731
JER BEAR CONTRACTING,Other,Burnside,2021,2022,"540 MANCHESTER RD
VICTORIA BC  V8T 2N8",48.44237328,-123.3743044,10733007
JORDANS RUGS LTD,Other,Burnside,2012,2022,"2269 DOUGLAS ST
VICTORIA BC  V8T 4L4",48.4337806,-123.3641012,1012001
KNIGHTS INSULATION LTD,Other,Burnside,2012,2022,"204-732 PRINCESS AVE
VICTORIA BC  V8T 1K6",48.43360419,-123.3634725,013-149-423
LANSDOWNE APPLIANCE LTD,Other,Burnside,2013,2022,"2517 DOUGLAS ST
VICTORIA BC  V8T 4L9",48.43612686,-123.3653527,9697022
LENIUS & OSBORN ELECTRIC (1991) LTD,Other,Burnside,2013,2022,"201A-428 BURNSIDE RD E
VICTORIA BC  V8T 2X1",48.44626656,-123.377553,10740004
LEWIS SHEET METAL LTD,Other,Burnside,2017,2022,"412 ALPHA TERR
VICTORIA BC  V8Z 1B6",48.44689546,-123.3780055,10739031
LONGVIEW WOODWORKS,Other,Burnside,2019,2022,"439 HILLSIDE AVE
VICTORIA BC  V8T 4S9",48.43653971,-123.3734922,10720009
M GRIFFIN LTD,Other,Burnside,2012,2022,"120-2333 GOVERNMENT ST
VICTORIA BC  V8T 4P4",48.43486017,-123.3663362,1053019
MATTHEW LOPEZ CONTRACTING LTD,Other,Burnside,2021,2022,"3-676 ALPHA ST
VICTORIA BC  V8Z 1B2",48.44744312,-123.37326,10739026
MGM MECHANICAL LTD,Other,Burnside,2017,2022,"408 ALPHA TERR
VICTORIA BC  V8Z 1B6",48.44686757,-123.3782512,10739032
MILES PLUMBING SERVICES LTD,Other,Burnside,2012,2022,"2519 LUDGATE ST
VICTORIA BC  V8T 4S2",48.43655787,-123.3703498,10714001
MODERN NIAGARA VANCOUVER INC,Other,Burnside,2012,2022,"459 JOHN ST
VICTORIA BC  V8T 5H1",48.43563985,-123.373743,017-727-707
MORGAN-OSBORNE ELECTRIC LTD,Other,Burnside,2013,2022,"739 KINGS RD
VICTORIA BC  V8T 1W4",48.43660882,-123.3640882,9699002
NAMDOR REINFORCING STEEL 1987 LTD,Other,Burnside,2013,2022,"582 HILLSIDE AVE
VICTORIA BC  V8T 1Y9",48.4377879,-123.3701225,10712016
NORTH GLASS & ALUMINUM,Other,Burnside,2012,2022,"587 BAY ST
VICTORIA BC  V8T 1P5",48.43540729,-123.3698763,1054017
OCEANVIEW MECHANICAL LTD,Other,Burnside,2012,2022,"465 JOHN ST
VICTORIA BC  V8T 5H1",48.43563985,-123.373743,017-727-723
OLDE COUNTRY MASONRY,Other,Burnside,2013,2022,"548 DAVID ST
VICTORIA BC  V8T 2C8",48.43838488,-123.3719011,10711017
ONSIDE RESTORATION SERVICES,Other,Burnside,2012,2022,"A-600 FRANCES AVE
VICTORIA BC  V8Z 1A3",48.44545051,-123.3738954,10738046
ORILLIA GLASS,Other,Burnside,2012,2022,"2620 ROCK BAY AVE
VICTORIA BC  V8T 4R7",48.43713372,-123.3699578,V07131021
OSBORNE ELECTRO MECHANICS LTD.,Other,Burnside,2012,2022,"107-2740 BRIDGE ST
VICTORIA BC  V8T 5C5",48.43728551,-123.3740042,10723012
PACIFIC COAST FIRE EQUIPMENT,Other,Burnside,2012,2022,"2712 ROCK BAY AVE
VICTORIA BC  V8T 4R9",48.4379346,-123.3702491,10712015
PACIFICVIEW WINDOWS & DOORS LTD,Other,Burnside,2017,2022,"3-616 HILLSIDE AVE
VICTORIA BC  V8T 1Z2",48.43800612,-123.3694472,10708022
PATRIOT ELECTRIC LTD,Other,Burnside,2013,2022,"569 HILLSIDE AVE
VICTORIA BC  V8T 1Y8",48.4373021,-123.3704179,10713007
PAUL DAVIS OF VICTORIA,Other,Burnside,2019,2022,"475 GORGE RD E
VICTORIA BC  V8T 2W1",48.44056791,-123.3738346,10747003
QM LP,Other,Burnside,2013,2022,"110-2940 JUTLAND RD
VICTORIA BC  V8T 5K6",48.43939734,-123.3789964,10727154
RALMAX CONTRACTING LTD,Other,Burnside,2012,2022,"575 GORGE RD E
VICTORIA BC  V8T 2W5",48.43971283,-123.3718065,10710004
"RALMAX PROPERTIES LTD
CAMPBELL, LAURIE",Other,Burnside,2012,2022,"A-343 BAY ST
VICTORIA BC  V8T 1P5",48.43404605,-123.3757749,10717006
SALISH SEA INDUSTRIAL SERVICES LTD.,Other,Burnside,2012,2022,"575 GORGE RD E
VICTORIA BC  V8T 2W5",48.43971283,-123.3718065,10710004
SOUND WAVES ENTERTAINMENT NETWORK LTD,Other,Burnside,2012,2022,"544 HILLSIDE AVE
VICTORIA BC  V8T 1Y9",48.43772682,-123.3717623,10712004
SOUTHCOAST ELECTRIC LTD,Other,Burnside,2019,2022,"1-512 FRANCES AVE
VICTORIA BC  V8Z 1A1",48.44516289,-123.374724,023-549-297
STEVE COPP CONSTRUCTION LTD,Other,Burnside,2013,2022,"F-587 BAY ST
VICTORIA BC  V8T 1P5",48.43540729,-123.3698763,1054017
STORY CONSTRUCTION LTD,Other,Burnside,2012,2022,"416 GARBALLY RD
VICTORIA BC  V8T 2K1",48.44036994,-123.375408,10747012
STRONG PROPERTIES INC,Other,Burnside,2019,2022,"C-2001 DOUGLAS ST
VICTORIA BC  V8T 4K9",48.43236053,-123.3641241,1014025
SUN SHADE FILM SYSTEMS LTD.,Other,Burnside,2016,2022,"112-2740 BRIDGE ST
VICTORIA BC  V8T 5C5",48.43728551,-123.3740042,10723012
TK'S GRANITE LTD,Other,Burnside,2012,2022,"B-511 DAVID ST
VICTORIA BC  V8T 2C7",48.4377237,-123.3726613,10712002
TRIAD SIGN LTD,Other,Burnside,2012,2022,"560 ALPHA ST
VICTORIA BC  V8Z 1B2",48.44725343,-123.3749009,10739020
VICTORIA COAL & HEATING LTD,Other,Burnside,2013,2022,"462 BAY ST
VICTORIA BC  V8T 5H2",48.43563985,-123.373743,017-727-596
WALLACE INDUSTRIAL SERVICES,Other,Burnside,2017,2022,"341 JOHN ST
VICTORIA BC  V8T 1T2",48.43534307,-123.3762428,10718001
WENNER GROUP OF COMPANIES,Other,Burnside,2016,2022,"102A-740 HILLSIDE AVE
VICTORIA BC  V8T 1Z4",48.43903393,-123.3656138,V06941011
WESCOR CONTRACTING LTD,Other,Burnside,2021,2022,"2813 QUESNEL ST
VICTORIA BC  V8T 4K2",48.44022028,-123.3655538,017-974-739
WOODCRAFT DOORS LTD,Other,Burnside,2013,2022,"475 JOHN ST
VICTORIA BC  V8T 5H1",48.43563985,-123.373743,017-727-774
SEADOG CONSTRUCTION,Other,Downtown,2020,2020,"200-535 YATES ST
VICTORIA BC  V8W 2Z6",48.42652736,-123.3691242,1064005
ZHONGSHENG CONSTRUCTION CANADA LTD,Other,Downtown,2019,2020,"200-535 YATES ST
VICTORIA BC  V8W 2Z6",48.42652736,-123.3691242,1064005
GARRETT DRONEFIELD MECHANICAL,Other,Downtown,2021,2021,"518-515 CHATHAM ST
VICTORIA BC  V8T 1E1",48.43077023,-123.3691698,031-106-013
GET PAINTING CONTRACTING INC,Other,Downtown,2021,2021,"200-535 YATES ST
VICTORIA BC  V8W 2Z6",48.42652736,-123.3691242,1064005
GORTER CONSTRUCTION LTD,Other,Downtown,2013,2021,"3B-1218 LANGLEY ST
VICTORIA BC  V8W 1W2",48.42624761,-123.3685744,1064007
J C SCOTT DESIGN ASSOCIATES,Other,Downtown,2012,2021,"17 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",48.42910768,-123.3677616,1060005
SUNCORE HOMES INC,Other,Downtown,2020,2021,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
A & D GLASS CO LTD,Other,Downtown,2013,2022,"818 JOHNSON ST
VICTORIA BC  V8W 1N3",48.42702145,-123.360744,1008018
ALEX BARNARD CONSTRUCTION,Other,Downtown,2020,2022,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
CARMICHAEL ENGINEERING LTD,Other,Downtown,2016,2022,"301-1321 BLANSHARD ST
VICTORIA BC  V8W 0B6",48.42640129,-123.3613895,1007021
JEUNE BROS TENT & AWNING LTD,Other,Downtown,2012,2022,"570 JOHNSON ST
VICTORIA BC  V8W 1M3",48.42784338,-123.3681651,1061010
KENAIDAN CONTRACTING LTD,Other,Downtown,2017,2022,"510-1675 DOUGLAS ST
VICTORIA BC  V8W 2G5",48.42912431,-123.3638722,1018075
KISSINGER ELECTRIC,Other,Downtown,2022,2022,"200-535 YATES ST
VICTORIA BC  V8W 2Z6",48.42652736,-123.3691242,1064005
PRICE'S LOCK AND SAFE LTD,Other,Downtown,2012,2022,"1119 BLANSHARD ST
VICTORIA BC  V8W 2H7",48.42483666,-123.3618953,1005162
RIKKMEN UTILITY SERVICES LTD,Other,Downtown,2013,2022,"599 PANDORA AVE
VICTORIA BC  V8W 1N5",48.42801041,-123.3674314,1061073
SAWYER CONSTRUCTION,Other,Downtown,2020,2022,"23 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",48.42910768,-123.3677616,1060005
SPEEDY GLASS,Other,Downtown,2012,2022,"1901 GOVERNMENT ST
VICTORIA BC  V8T 4N7",48.43123483,-123.3667962,1049004
SRD CONTROLS INC,Other,Downtown,2017,2022,"201-60 BASTION SQ
VICTORIA BC  V8W 1J2",48.42581309,-123.3680678,1065002
VINEUVE CONSTRUCTION INC.,Other,Downtown,2021,2022,"204-1110 GOVERNMENT ST
VICTORIA BC  V8W 1Y2",48.42536095,-123.3681755,1066004
ACME SAFE,Other,Fairfield,2012,2022,"815 FORT ST
VICTORIA BC  V8W 1H6",48.42381196,-123.3617952,1004002
ENMARK CONSTRUCTION LTD,Other,Fairfield,2012,2022,"1-312 ARNOLD AVE
VICTORIA BC  V8S 3L7",48.41226961,-123.3417673,3260016
